,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Ground_Clearance,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Seating_Capacity,Type,Audiosystem,Boot_Space
1071,1071,Hyundai,Xcent,S 1.2,643769,1197,4,FWD (Front Wheel Drive),43,Petrol,1520,3995 mm,1660,Sedan,4,20,0,0,165,Electric Power,All Windows,Remote,836000,1146000,Digital,Analog,Analog,5,Manual,USB & Aux-in,407
1072,1072,Hyundai,Xcent,S At 1.2,733734,1197,4,FWD (Front Wheel Drive),43,Petrol,1520,3995 mm,1660,Sedan,4,17,0,0,165,Electric Power,All Windows,Yes,826000,1146000,0,0,Yes,5,Automatic,USB & Aux-in,407
1073,1073,Hyundai,Xcent,Sx 1.2,705546,1197,4,FWD (Front Wheel Drive),43,Petrol,1520,3995 mm,1660,Sedan,4,20,0,1100,165,Electric Power,All Windows,Remote,826000,1146000,Digital,Analog,Analog,5,Manual,USB & Aux-in,407
1074,1074,Hyundai,Xcent,Sx 1.2 (O),782346,1197,4,FWD (Front Wheel Drive),43,Petrol,1520,3995 mm,1660,Sedan,4,0,0,1100,165,Electric Power,All Windows,Smart Key,826000,1146000,Digital,Analog,Analog,5,Manual,USB & Aux-in,407
1075,1075,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,FWD (Front Wheel Drive),43,Diesel,1520,3995 mm,1660,Sedan,4,0,0,1100,165,Electric Power,All Windows,Remote,724000,1801750,Digital,Analog,Analog,5,Manual,USB & Aux-in,407
1076,1076,Hyundai,Xcent,E,581078,1197,4,FWD (Front Wheel Drive),43,Petrol,1520,3995 mm,1660,Sedan,4,0,0,1100,165,Electric Power,Only Front Windows,0,836000,1146000,Digital,Analog,Analog,5,Manual,Not on offer,407
1077,1077,Hyundai,Xcent,Sx 1.2 Crdi,798558,1120,3,FWD (Front Wheel Drive),43,Diesel,1520,3995 mm,1660,Sedan,4,25,0,1100,165,Electric Power,All Windows,Remote,754000,19017502250,Digital,Analog,Analog,5,Manual,USB & Aux-in,407
1078,1078,Hyundai,Xcent,Sx 1.2 Crdi (O),875358,1120,3,FWD (Front Wheel Drive),43,Diesel,1520,3995 mm,1660,Sedan,4,25,0,1100,165,Electric Power,All Windows,Smart Key,724000,19017502250,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,407
1079,1079,Hyundai,Xcent,E Crdi,673261,1197,4,FWD (Front Wheel Drive),43,Diesel,1520,3995 mm,1660,Sedan,4,0,0,1100,165,Electric Power,Only Front Windows,0,754000,19017502250,Digital,Analog,Analog,5,Manual,Not on offer,407
1080,1080,Nissan,Micra,Xl (O) Cvt,662880,1198,3,FWD (Front Wheel Drive),41,Petrol,1530,3825 mm,1665,Hatchback,5,19,0,930,154,Electric Power,All Windows,Remote,776000,1044000,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,251
1081,1081,Nissan,Micra,Xv Cvt,781686,1198,3,FWD (Front Wheel Drive),41,Petrol,1530,3825 mm,1665,Hatchback,5,19,0,0,154,Electric Power,All Windows,Remote,776000,1044400,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,251
1082,1082,Nissan,Micra,Xld (O),743504,1461,4,FWD (Front Wheel Drive),41,Diesel,1525,3825 mm,1665,Hatchback,5,23,0,0,150,Electric Power,All Windows,Remote,644000,1602000,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,251
1083,1083,Nissan,Micra,Xvd,812964,1461,4,FWD (Front Wheel Drive),41,Diesel,1525,3825 mm,1665,Hatchback,5,23,0,1001,150,Electric Power,All Windows,Remote,644000,1602000,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,251
1084,1084,Mahindra,Bolero,Zlx,942263,2523,4,FWD (Front Wheel Drive),60,Diesel,1880,4107 mm,1745,SUV,5,15,0,1615,180,Yes,All Windows,Remote,633200,19514002200,Digital,Digital,Digital,7,Manual,CD/MP3 Player,170
1085,1085,Mahindra,Bolero,Slx,917055,2523,4,FWD (Front Wheel Drive),60,Diesel,1880,4107 mm,1745,SUV,5,15,0,1615,180,Yes,All Windows,Remote,633200,19514002200,Digital,Digital,Digital,7,Manual,CD/MP3 Player,0
1086,1086,Mahindra,Bolero,Sle,860720,2523,4,FWD (Front Wheel Drive),60,Diesel,1880,4107 mm,1745,SUV,5,15,0,1615,180,Yes,0,0,633200,19514002200,Digital,Digital,Digital,7,Manual,Not on offer,0
1087,1087,Mahindra,Bolero,Ex,815883,2523,4,FWD (Front Wheel Drive),60,Diesel,1910,4221 mm,1745,SUV,5,15,0,1615,183,0,0,0,633200,19514002200,Digital,Yes,Digital,7,Manual,Not on offer,0
1088,1088,Mahindra,Bolero,Ex Non Ac,773678,2523,4,FWD (Front Wheel Drive),60,Diesel,1910,4221 mm,1745,SUV,5,15,0,1615,183,0,0,0,633200,19514002200,Digital,Yes,Digital,7,Manual,Not on offer,0
1089,1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,28,0,1105,170,Electric Power,All Windows,Remote,894000,2001750,Digital,Analog,Analog,5,Manual,USB & Aux-in,510
1090,1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689,1248,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,28,0,1105,170,Electric Power,All Windows,Remote,894000,2001750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1091,1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,1248,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,28,0,1105,170,Electric Power,All Windows,Remote,894000,2001750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1092,1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,1248,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,28,0,1105,170,Electric Power,All Windows,Remote,894000,2001750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1093,1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,21,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1094,1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,21,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1095,1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,21,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1096,1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,21,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Manual,USB & Aux-in,510
1097,1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,20,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,510
1098,1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,20,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,510
1099,1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462,4,FWD (Front Wheel Drive),43,Petrol,1485,4490 mm,1730,Sedan,4,20,0,1010,170,Electric Power,All Windows,Remote,1036000,1384400,Digital,Analog,Analog,5,Automatic,USB & Aux-in,510
1100,1100,Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,26,0,1105,170,Electric Power,All Windows,Remote,944000,22515002250,Digital,Analog,Analog,5,Manual,USB & Aux-in,510
1101,1101,Maruti Suzuki,Ciaz,1.5L Delta,997689,1498,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,26,0,1105,170,Electric Power,All Windows,Remote,944000,22515002250,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1102,1102,Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498,4,FWD (Front Wheel Drive),43,Diesel,1485,4490 mm,1730,Sedan,4,26,0,1105,170,Electric Power,All Windows,Remote,944000,22515002250,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,510
1103,1103,Skoda,Rapid,1.6 Mpi Ambition,998599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,15,0,1137,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1104,1104,Skoda,Rapid,1.5 Tdi Cr Active,1006139,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1210,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Manual,Not on offer,460
1105,1105,Skoda,Rapid,1.6 Mpi Active,881916,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,15,0,1137,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Manual,Not on offer,460
1106,1106,Skoda,Rapid,1.5 Tdi Cr Ambition,1129599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1210,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1107,1107,Skoda,Rapid,1.5 Tdi Cr Ambition At,1249599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1228,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,460
1108,1108,Skoda,Rapid,1.6 Mpi Style At,1243599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,14,0,1187,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Automatic,Not on offer,460
1109,1109,Skoda,Rapid,1.5 Tdi Cr Style At,1399599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1228,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,460
1110,1110,Skoda,Rapid,1.5 Tdi Cr Style,1273599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1210,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1111,1111,Skoda,Rapid,1.6 Mpi Style,1115599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,15,0,1137,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1112,1112,Skoda,Rapid,1.6 Mpi Ambition At,999599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,14,0,1187,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,460
1113,1113,Skoda,Rapid,Onyx Mt Petrol,975599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,15,0,1137,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1114,1114,Skoda,Rapid,Onyx At Petrol,1099599,1598,4,FWD (Front Wheel Drive),55,Petrol,1466,4413 mm,1699,Sedan,4,14,0,1187,163,Electro-Hydraulic,All Windows,Remote,1055250,15337503800,Digital,Analog,Analog,5,Automatic,Not on offer,460
1115,1115,Skoda,Rapid,Onyx Mt Diesel,1158599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1210,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,460
1116,1116,Skoda,Rapid,Onyx At Diesel,1273599,1498,4,FWD (Front Wheel Drive),55,Diesel,1466,4413 mm,1699,Sedan,4,21,0,1228,163,Electro-Hydraulic,All Windows,Remote,1104000,25015002500,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,460
1117,1117,Fiat,Abarth Punto,1.4 T-Jet,980970,1368,4,FWD (Front Wheel Drive),0,Petrol,1505,3989 mm,1687,Hatchback,5,16,0,0,155,Hydraulic Power,All Windows,Remote,1455500,21220004000,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,0
1118,1118,Hyundai,Creta,1.4 Crdi E Plus,999990,1396,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,21,0,0,190,Electric Power,All Windows,Yes,904000,22015002750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,475
1119,1119,Hyundai,Creta,1.6 Vtvt E Plus,999990,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,0,190,Electric Power,All Windows,Yes,1236400,1514850,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,475
1120,1120,Hyundai,Creta,1.6 Vtvt Sx,1232534,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1236400,1514850,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1121,1121,Hyundai,Creta,1.6 Vtvt Sx (O),1394437,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1236400,1514850,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1122,1122,Hyundai,Creta,1.6 Vtvt Sx At,1377363,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1236400,1514850,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,475
1123,1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1287041,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1236400,1514850,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,475
1124,1124,Hyundai,Creta,1.4 Crdi S,1197919,1396,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,21,0,0,190,Electric Power,All Windows,Remote,904000,22015002750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,475
1125,1125,Hyundai,Creta,1.6 Crdi Sx,1366797,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,19,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1126,1126,Hyundai,Creta,1.6 Crdi Sx (O),1543564,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,19,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1127,1127,Hyundai,Creta,1.6 Crdi Sx At,1527395,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,17,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,475
1128,1128,Hyundai,Creta,1.6 Crdi Sx Dual Tone,1421208,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,19,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1129,1129,Hyundai,Creta,1.6 Crdi S At,1336033,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,17,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,475
1130,1130,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1422937,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1216400,1514850,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1131,1131,Hyundai,Creta,1.6 Crdi Sx (O) Executive,1572064,1582,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,19,0,0,190,Electric Power,All Windows,Smart Key,1264000,26019002750,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,475
1132,1132,Hyundai,Creta,1.4 Crdi Ex,1107167,1396,4,FWD (Front Wheel Drive),55,Diesel,1630,4270 mm,1780,SUV,5,21,0,0,190,Electric Power,All Windows,Yes,904000,22015002750,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,475
1133,1133,Hyundai,Creta,1.6 Vtvt Ex,1092192,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,0,190,Electric Power,All Windows,Yes,1236400,1514850,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,475
1134,1134,Hyundai,Creta,Sports Edition Petrol,1279983,1591,4,FWD (Front Wheel Drive),55,Petrol,1630,4270 mm,1780,SUV,5,15,0,1180,190,Electric Power,All Windows,Smart Key,1236400,1514850,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,400
1135,1135,Hyundai,Creta,Sports Edition Diesel,1414247,1582,4,FWD (Front Wheel Drive),55,Diesel,1665,4270 mm,1780,SUV,5,19,0,0,190,Electric Power,All Windows,Smart Key,1284000,26019002750,Digital,Analog,Analog,5,Manual,CD/MP3/DVD Player with USB & Aux-in,400
1136,1136,Tata,Harrier,Revotorq Xe,1345363,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,SUV,5,16,0,0,205,Hydraulic Power,All Windows,0,1403750,35017502500,0,Analog,Analog,5,Manual,Not on offer,425
1137,1137,Tata,Harrier,Revotorq Xm,1471368,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,SUV,5,16,0,0,205,Hydraulic Power,All Windows,Remote,1403750,35017502500,Yes,Analog,Analog,5,Manual,CD Player with USB & Aux-in,425
1138,1138,Tata,Harrier,Revotorq Xt,1591368,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,Hatchback,5,16,0,1080,205,Electric Power,All Windows,Remote,1403750,35017502500,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,425
1139,1139,Tata,Harrier,Revotorq Xz,1721368,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,Hatchback,5,16,0,0,205,Electric Power,All Windows,Remote,1403750,35017502500,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,425
1140,1140,Tata,Harrier,Revotorq Xz Dual Tone,1732231,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,Hatchback,5,16,0,0,205,Electric Power,All Windows,Remote,1403750,35017502500,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,425
1141,1141,Tata,Harrier,Revotorq Dark Edition,1730755,1956,3,FWD (Front Wheel Drive),50,Diesel,1706,4598 mm,1894,Hatchback,5,16,0,0,205,Electric Power,All Windows,Remote,1403750,35017502500,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,425
1142,1142,Isuzu,Dmax V-Cross,Standard,1654783,2499,4,AWD (All Wheel Drive),0,Diesel,1840,5295 mm,1860,Pick-up,4,10,0,1935,0,Hydraulic Power,All Windows,Smart Key,1343600,32018002800,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,0
1143,1143,Isuzu,Dmax V-Cross,High Z,1806813,2499,4,AWD (All Wheel Drive),0,Diesel,1840,5295 mm,1860,Pick-up,4,10,0,1945,0,Hydraulic Power,All Windows,Smart Key,1343600,32018002800,Digital,Analog,Analog,5,Manual,CD Player with USB & Aux-in,0
1144,1144,Isuzu,Dmax V-Cross,Z Prestige,1999000,1898,4,AWD (All Wheel Drive),0,Diesel,1855,5295 mm,1860,Pick-up,4,10,0,1935,225,Hydraulic Power,All Windows,Smart Key,1503600,35018002800,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,265
1145,1145,Mitsubishi,Outlander,2.4L Outlander,2693000,2360,4,AWD (All Wheel Drive),60,Petrol,1710,4695 mm,1810,SUV,5,96,0,1602,190,Electric Power,All Windows,Yes,1676000,2224100,Yes,Yes,Yes,7,Automatic,USB & Aux-in,0
1146,1146,0,Mercedes-Benz Gla-Class,200 Sport,3438000,1991,4,4WD,50,Petrol,1494,4424 mm,1804,SUV,5,13,0,1525,183,Electric Power,All Windows,Smart Key,1835500,30012001400,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,421
1147,1147,0,Mercedes-Benz Gla-Class,200 D Style,3233000,2143,4,4WD,70,Diesel,1494,4424 mm,1804,SUV,5,17,0,1585,183,Electric Power,All Windows,Smart Key,1364000,30016003000,Digital,Yes,Analog,5,Automatic,CD Player with USB & Aux-in,421
1148,1148,0,Mercedes-Benz Gla-Class,200 D Sport,3564000,2143,4,4WD,70,Diesel,1494,4424 mm,1804,SUV,5,17,0,1585,183,Electric Power,All Windows,Smart Key,1364000,30016003000,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,421
1149,1149,0,Mercedes-Benz Gla-Class,45 Amg 4Matic,7784944,1991,4,4WD,50,Petrol,1479,4445 mm,1804,SUV,5,13,0,1720,183,Electric Power,All Windows,Smart Key,3606000,45022505000,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,421
1150,1150,0,Mercedes-Benz Gla-Class,220 D 4Matic,3864000,2143,4,4WD,70,Diesel,1494,4424 mm,1804,SUV,5,17,0,1585,183,Electric Power,All Windows,Smart Key,1704000,35014003400,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,421
1151,1151,0,Mercedes-Benz Gla-Class,45 Aero Edition,8067000,1991,4,4WD,50,Petrol,1479,4445 mm,1804,SUV,5,13,0,1720,183,Electric Power,All Windows,Smart Key,3756000,47522505000,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,421
1152,1152,Honda,Accord Hybrid,2.0 At,4321237,1993,4,FWD (Front Wheel Drive),60,Hybrid,1464,4933 mm,1849,Sedan,4,23,0,1620,155,Electric Power,All Windows,Yes,1456200,1754000,Digital,Analog,Not on offer,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,400
1153,1153,Bmw,5-Series,520D Luxury Line,5930000,1995,4,RWD (Rear Wheel Drive),70,Diesel,1464,4907 mm,1860,Sedan,4,18,0,1705,158,Electric Power,All Windows,Smart Key,1904000,40017502500,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,520
1154,1154,Bmw,5-Series,530D M Sport,6680000,2993,6,RWD (Rear Wheel Drive),70,Diesel,1464,4907 mm,1860,Sedan,4,14,0,1705,158,Electric Power,All Windows,Smart Key,2584000,56015003000,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,520
1155,1155,Bmw,5-Series,530I M Sport,5980000,1998,6,RWD (Rear Wheel Drive),70,Petrol,1464,4907 mm,1860,Sedan,4,15,0,1705,158,Electric Power,All Windows,Smart Key,2525200,35014504800,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,520
1156,1156,Bmw,6-Series,630D Gt Luxury Line,6890000,2993,6,AWD (All Wheel Drive),88,Diesel,1481,5219 mm,2142,Sedan,4,16,0,1865,152,Electric Power,All Windows,Smart Key,2654000,62020002500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
1157,1157,Bmw,6-Series,630D Gt M Sport,7450000,2993,6,AWD (All Wheel Drive),88,Diesel,1481,5219 mm,2142,Sedan,4,16,0,1865,152,Electric Power,All Windows,Smart Key,2654000,62020002500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
1158,1158,Bmw,6-Series,630I Gt Luxury Line,6440000,4395,8,RWD (Rear Wheel Drive),70,Petrol,1369,4894 mm,1894,Coupe,2,79,0,0,124,Electric Power,All Windows,0,4505500,0,0,0,Yes,4,Automatic,CD Player with USB & Aux-in,0
1159,1159,Bmw,6-Series,620D Gt Luxury Line,6440000,1995,4,RWD (Rear Wheel Drive),66,Diesel,1538,5091 mm,1902,Sedan,4,21,0,1720,138,Electric Power,All Windows,Smart Key,1884000,4001750,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,610
1160,1160,Porsche,Macan,S,8503000,2995,6,AWD (All Wheel Drive),65,Petrol,1624,4696 mm,1923,SUV,5,0,10.8 km/kg,1865,190,Electric Power,All Windows,Smart Key,3495400,4801360,Digital,Analog,Analog,5,Automatic,DVD Player with USB & Aux-in,500
1161,1161,Porsche,Macan,Base,6998000,1984,6,AWD (All Wheel Drive),65,Petrol,1624,4696 mm,1923,SUV,5,10,0,1865,190,Electric Power,All Windows,Smart Key,2485000,3701600,Digital,Analog,Analog,5,Automatic,DVD Player with USB & Aux-in,500
1162,1162,Jaguar,F-Type,5.0 Convertible R,23659454,5000,0,0,0,Petrol,1308,4470 mm,1923,Convertible,4,0,0,0,0,0,0,0,4956500,62525005500,0,0,0,0,Automatic,0,0
1163,1163,Jaguar,F-Type,5.0 Coupe R,22155390,5000,6,RWD (Rear Wheel Drive),72,Petrol,1308,4470 mm,2042,Coupe,2,14,0,0,0,Hydraulic Power,Only Front Windows,0,5506500,6802500,0,0,Not on offer,2,Automatic,DVD Player with USB & Aux-in,200
1164,1164,Jaguar,F-Type,Svr Coupe,26501830,5000,8,AWD (All Wheel Drive),70,Petrol,1311,4475 mm,2042,Coupe,2,12,0,0,0,Electric Power,Only Front Windows,Yes,5676500,7003500,Yes,Analog,Yes,2,Automatic,DVD Player with USB & Aux-in,310
1165,1165,Jaguar,F-Type,Svr Convertible,28004965,5000,8,AWD (All Wheel Drive),70,Petrol,1311,4475 mm,2042,Convertible,2,12,0,1720,0,Electric Power,Only Front Windows,Smart Key,5676500,7003500,0,Analog,Yes,2,Automatic,DVD Player with USB & Aux-in,207
